operator_qid,operator_label,operator_type_qid,operator_type_label,country_qid,country_label,website,headquarters,inception,ceo,employees,revenue,industry,logo,stock_exchange,dissolved,wikipedia,similarity_score,operator_name
Q7414097,San Francisco Public Utilities Commission,Q472093,distribution network operator for electricity,Q30,United States,https://sfpuc.gov/tl,,1932-01-01T00:00:00Z,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Francisco%20Public%20Utilities%20Commission%20logo.svg,,,https://en.wikipedia.org/wiki/San_Francisco_Public_Utilities_Commission,,
Q111344789,San Jose Clean Energy,Q1326624,electricity supply company,Q30,United States,https://sanjosecleanenergy.org/,San Jose,2017-05-01T00:00:00Z,,,,,,,,,,
Q114115013,Sawnee EMC,Q1326624,electricity supply company,Q30,United States,https://www.sawnee.com,Cumming,1938-07-16T00:00:00Z,,,,electric power distribution,,,,https://en.wikipedia.org/wiki/Sawnee_EMC,,
Q112623570,Silicon Valley Clean Energy,Q1326624,electricity supply company,Q30,United States,https://www.svcleanenergy.org/,Sunnyvale,2016-03-01T00:00:00Z,,,,,,,,,,
Q7515002,Silicon Valley Power,Q1326624,electricity supply company,Q30,United States,https://www.siliconvalleypower.com/,Santa Clara,,,,,,,,,https://en.wikipedia.org/wiki/Silicon_Valley_Power,,
Q1706317,Southern California Edison,Q1326624,electricity supply company,Q30,United States,https://www.sce.com/,Rosemead,1886-01-01T00:00:00Z,,,,electricity supply company,,New York Stock Exchange,,https://en.wikipedia.org/wiki/Southern_California_Edison,,
Q7571339,Southwest Power Pool,Q112046,transmission system operator for electricity,Q30,United States,http://www.spp.org/,Little Rock,,,,164161431,electric power industry,,,,https://en.wikipedia.org/wiki/Southwest_Power_Pool,,
Q114835124,Springfield Utility Board,Q1326624,electricity supply company,Q30,United States,https://www.subutil.com,Springfield,1949-06-24T00:00:00Z,,,,,,,,,,
Q112196134,Sulphur Springs Valley Electric Cooperative,Q1326624,electricity supply company,Q30,United States,https://www.ssvec.org/,,1938-01-01T00:00:00Z,,,,,,,,,,
Q1367577,Tennessee Valley Authority,Q1326624,electricity supply company,Q30,United States,https://www.tva.com/,Knoxville,1933-05-18T00:00:00Z,,,,hydroelectricity,http://commons.wikimedia.org/wiki/Special:FilePath/Tennessee-Valley-Authority-Logo.svg,,,https://en.wikipedia.org/wiki/Tennessee_Valley_Authority,,
Q68211690,The Illuminating Company,Q1326624,electricity supply company,Q30,United States,https://www.firstenergycorp.com/illuminating_company.html,,1892-01-01T00:00:00Z,,,,"electric power generation, transmission and distribution",,,,,,
Q7771571,The United Illuminating Company,Q1326624,electricity supply company,Q30,United States,https://uinet.com,Orange,1899-01-01T00:00:00Z,,,,electricity supply company,,,,https://en.wikipedia.org/wiki/The_United_Illuminating_Company,,
Q16897777,Tucson Electric Power,Q1326624,electricity supply company,Q30,United States,http://www.tep.com/,,1892-01-01T00:00:00Z,,,,,,,,https://en.wikipedia.org/wiki/Tucson_Electric_Power,,
Q11573703,Ryukyu Electric Power Corporation,Q1326624,electricity supply company,Q11285099,United States occupation of the Ryukyu Islands,,Jitchaku,1954-02-01T00:00:00Z,,,,,,,1972-05-01T00:00:00Z,,,
Q1131445,Copperbelt Energy Corporation,Q472093,distribution network operator for electricity,Q953,Zambia,https://www.cec.com.zm/,Nkana,1997-01-01T00:00:00Z,,,,electric power industry,,Lusaka Stock Exchange,,https://en.wikipedia.org/wiki/Copperbelt_Energy_Corporation,,
Q8063035,ZESCO,Q472093,distribution network operator for electricity,Q953,Zambia,https://www.zesco.co.zm/,Lusaka,1970-01-01T00:00:00Z,,,,electric power industry,http://commons.wikimedia.org/wiki/Special:FilePath/ZESCO%20Logo.jpg,,,https://en.wikipedia.org/wiki/ZESCO,,
Q8071980,Zimbabwe Electricity Supply Authority,Q1326624,electricity supply company,Q954,Zimbabwe,http://www.zesa.co.zw,Zimbabwe,,,,,electric power industry,,,,https://en.wikipedia.org/wiki/Zimbabwe_Electricity_Supply_Authority,,
Q651222,Enel,Q6881511,enterprise,Q38,Italy,https://www.enel.com/,Rome,1962-11-27T00:00:00Z,,66279,140517000000,energy industry,http://commons.wikimedia.org/wiki/Special:FilePath/Enel%20Group%20logo.svg,Italian Stock Exchange,,https://en.wikipedia.org/wiki/Enel,1.0,Enel
Q5376815,Enel X,Q4830453,business,Q30,United States,https://www.enelx.com/,Rome,2017-01-01T00:00:00Z,,,,Energy,http://commons.wikimedia.org/wiki/Special:FilePath/Enel%20X.png,Nasdaq,,https://en.wikipedia.org/wiki/Enel_X,0.8,Enel
